index	modelNormRad	normRad	modelRad	rad	
62	0.0598975131534	0.0	0.0	11.460000	
63	0.0592371923059	0.27714872531	12.2988072982	9.450000	
64	0.0510077629814	0.663488341639	32.8822173281	11.660000	
65	0.0552211329017	0.769197255239	53.5422903851	13.080000	
66	0.0582664968098	0.78964238244	74.4495414034	16.630000	
67	0.0783377612876	0.718755204267	92.9380436062	28.360000	
68	0.0543194130615	0.618787558761	116.072797937	46.790000	
69	0.0433529451991	0.639686167307	138.407150772	52.130000	
70	0.0141813310967	0.573775426046	185.449046589	80.180000	
71	0.0787937367534	0.599427011006	213.529129254	92.850000	
72	0.0342659295034	0.578055915904	245.058885349	107.070000	
73	0.110786603414	0.573158378757	244.697331199	117.460000	
74	0.110064792963	0.567052136573	263.744427588	128.310000	
75	0.0827190678389	0.571088107791	291.55850363	136.330000	
76	-0.0138990608522	0.600483685556	343.493451769	135.350000	
77	0.0140730928362	0.180466096674	355.003215674	295.090000	
78	-0.00380507007682	0.0	382.305951794	419.820000	
79	0.0100006569929	0.0251761974266	397.401706739	391.310000	
80	0.000221304866156	0.0643834090499	422.055994984	394.970000	
81	-0.0171908896725	0.0	449.692504442	457.650000	
82	0.000657836793499	0.115239849399	462.41987881	409.400000	
83	-0.00756907988455	0.0	486.071837066	487.990000	
84	0.0207174784145	0.0101781301813	491.836697895	497.130000	
85	0.0832510214547	0.0	478.519559141	536.660000	
86	0.0553616045358	0.0	511.01561835	564.100000	
87	0.115226936172	0.0	495.342706101	573.130000	
88	0.0361392551304	0.0031755125145	558.016022728	577.100000	
89	0.0440876206788	0.00168888704099	571.233396813	596.570000	
90	0.0911932844114	0.0	559.61965205	628.800000	
91	0.04764949989	0.0	620.596277097	669.480000	
92	0.0810869336282	0.0	615.080121514	689.850000	
93	0.100325469942	0.0	632.48628538	725.790000	
94	0.0400969883042	0.0	690.888786477	739.280000	
95	0.00488321640707	0.0	732.505210504	760.630000	
96	0.0694790005326	0.0	699.666469891	773.130000	
97	0.156883629566	0.0	646.995287318	782.780000	
98	0.0282801804946	0.0	760.735701984	793.650000	
99	0.0935573810387	0.0	723.033200047	806.420000	
100	0.0120465862954	0.0	816.48792462	843.890000	
101	0.081501304113	0.0	771.586250083	856.110000	
102	0.0615296186548	0.0	800.954391542	866.920000	
103	0.0500440213856	0.0	823.340247728	877.700000	
104	0.0867296638462	0.0	803.008015446	884.620000	
105	0.111367347602	0.0	792.258798814	902.240000	
106	0.0403463869231	0.0	866.751542513	918.240000	
107	0.114639067106	0.0	809.942376601	926.050000	
108	0.0601325065161	0.0	870.092290435	942.140000	
109	0.014010689138	0.0	923.24236051	948.240000	
110	0.0514458211712	0.0	897.811688004	972.400000	
111	0.0715185336613	0.0	887.895146752	978.900000	
112	0.0545105583321	0.0	912.996200914	989.020000	
113	0.188542207141	0.0	797.573951854	1004.490000	
114	0.0481145398106	0.0	943.132551241	998.960000	
115	0.0915769488353	0.0	906.925724926	1018.590000	
116	0.0792974100909	0.0	925.84279675	1019.480000	
117	0.116934176635	0.0	893.773753511	1039.120000	
118	0.0209204503279	0.0	997.016684021	1048.670000	
119	0.0533350018319	0.0	969.466132051	1058.610000	
120	0.147113239707	0.0	877.856070761	1051.800000	
121	0.036136637174	0.0	996.657221407	1059.150000	
122	0.0728302076126	0.0	969.418758542	1069.160000	
