index	radiation	nominal	deviation	normDev	
600	35.370000	144.830595986	109.460595986	0.755783646686	
601	31.650000	166.770337114	135.120337114	0.810218048679	
602	37.980000	188.650467148	150.670467148	0.798675293127	
603	48.170000	210.533143983	162.363143983	0.771199920884	
604	47.470000	232.117984909	184.647984909	0.795491934765	
605	39.860000	253.829224698	213.969224698	0.842965284839	
606	46.070000	275.295516928	229.225516928	0.832652560005	
607	47.830000	296.936187193	249.106187193	0.838921619988	
608	61.260000	318.028049093	256.768049093	0.807375480953	
609	60.480000	339.342678264	278.862678264	0.821773081095	
610	59.410000	360.234237602	300.824237602	0.835079529377	
611	53.430000	381.114802815	327.684802815	0.859806022738	
612	42.250000	401.971302301	359.721302301	0.894892994206	
613	45.280000	422.449383581	377.169383581	0.892815561438	
614	44.960000	442.679795573	397.719795573	0.898436747171	
615	36.330000	462.989511638	426.659511638	0.921531699776	
616	41.640000	482.897247442	441.257247442	0.913770475561	
617	50.200000	502.596310945	452.396310945	0.900118646105	
618	44.710000	522.206942342	477.496942342	0.914382601274	
619	61.850000	541.331270944	479.481270944	0.885744638598	
620	96.610000	560.664813861	464.054813861	0.827686707616	
621	210.020000	579.432929959	369.412929959	0.637542174182	
622	338.050000	598.131172575	260.081172575	0.434822969443	
623	257.110000	616.197472402	359.087472402	0.582747395899	
624	247.290000	634.295844471	387.005844471	0.610134604923	
625	169.840000	652.168905748	482.328905748	0.739576667175	
626	120.780000	669.689732889	548.909732889	0.819647824853	
627	122.260000	686.739475681	564.479475681	0.821970333249	
628	137.830000	703.541889042	565.711889042	0.804091267134	
629	123.720000	720.085928765	596.365928765	0.828187171756	
630	117.220000	736.414048553	619.194048553	0.840823243079	
631	140.730000	751.88289164	611.15289164	0.812829894702	
632	133.140000	767.544463011	634.404463011	0.826537736358	
633	96.240000	783.006183403	686.766183403	0.877089093241	
634	69.360000	797.760794286	728.400794286	0.913056644928	
635	58.400000	812.351094488	753.951094488	0.928109901745	
636	49.820000	826.569614377	776.749614377	0.939726794775	
637	44.800000	840.364300949	795.564300949	0.946689786859	
638	60.640000	853.512676086	792.872676086	0.928952431875	
639	81.350000	866.671161176	785.321161176	0.906135102165	
640	98.300000	879.095934095	780.795934095	0.888180577128	
641	84.500000	891.372561514	806.872561514	0.905202377044	
642	107.400000	903.162068815	795.762068815	0.88108446567	
643	143.700000	914.466989574	770.766989574	0.842859281266	
644	165.490000	925.6129093	760.1229093	0.821210358739	
645	145.060000	936.082997198	791.022997198	0.845035108602	
646	109.210000	946.165992703	836.955992703	0.884576278537	
647	101.850000	955.947540288	854.097540288	0.893456496609	
648	129.590000	965.164766807	835.574766807	0.865732769723	
649	195.520000	973.973944416	778.453944416	0.799255410146	
650	190.010000	982.230724085	792.220724085	0.806552579409	
651	126.810000	990.205636314	863.395636314	0.871935691588	
652	104.320000	997.698853927	893.378853927	0.895439390765	
653	115.670000	1004.68871925	889.018719247	0.884869813123	
654	144.640000	1011.30753771	866.66753771	0.856977235305	
655	176.700000	1017.35789933	840.657899333	0.826314810043	
656	192.030000	1022.89598415	830.865984149	0.812268301982	
657	129.980000	1028.11405236	898.134052357	0.87357433769	
658	173.790000	1032.77881585	858.98881585	0.831725828093	
659	182.190000	1037.07109211	854.881092113	0.824322554755	
660	150.550000	1040.76844124	890.21844124	0.855347266467	
661	134.280000	1044.07367236	909.793672356	0.871388386131	
662	109.980000	1046.87514809	936.89514809	0.894944492473	
663	99.430000	1049.16727076	949.737270758	0.905229601827	
664	131.560000	1051.00535639	919.44535639	0.874824615117	
665	182.150000	1052.36670415	870.216704151	0.826913946173	
666	139.610000	1053.24373231	913.633732314	0.867447585287	
667	126.840000	1053.63398667	926.793986671	0.87961663955	
668	57.300000	1053.54449191	996.244491913	0.945612168788	
669	32.150000	1052.98747847	1020.83747847	0.969467823068	
670	60.840000	1051.92101897	991.081018972	0.942162958147	
671	182.370000	1050.37529892	868.005298918	0.826376343591	
672	102.800000	1048.36557468	945.565574682	0.901942602387	
673	206.030000	1045.88894261	839.85894261	0.803009677599	
674	128.770000	1042.90856429	914.13856429	0.876528005993	
675	201.050000	1039.44839799	838.398397993	0.806580104998	
676	176.470000	1035.52397519	859.053975191	0.829583858773	
677	150.500000	1031.1110144	880.611014397	0.854040934585	
678	215.950000	1026.24093678	810.290936782	0.789571832247	
679	247.890000	1020.92075822	773.03075822	0.757189774031	
680	225.560000	1015.1777576	789.617757598	0.777812310887	
681	289.740000	1008.87237047	719.13237047	0.712808073171	
682	464.710000	1002.10041833	537.390418325	0.536264039509	
683	467.610000	994.964011209	527.354011209	0.530023202114	
684	398.250000	987.353647688	589.103647688	0.596649082188	
685	865.520000	979.268421503	113.748421503	0.116156529717	
686	386.090000	970.824390672	584.734390672	0.602307066335	
687	663.010000	961.824361551	298.814361551	0.310674561277	
688	430.170000	952.254983918	522.084983918	0.548261749988	
689	304.570000	942.47247356	637.90247356	0.67683936821	
690	675.330000	932.161981899	256.831981899	0.275522910059	
691	1088.090000	921.461136306	0.0	0.0	
692	696.790000	910.341487673	213.551487673	0.234583934232	
693	693.260000	898.886573289	205.626573289	0.228756974906	
694	479.440000	887.190826103	407.750826103	0.459597658256	
695	435.700000	874.774404074	439.074404074	0.501928728171	
696	734.060000	861.783646105	127.723646105	0.14820848212	
697	938.350000	848.875269168	0.0	0.0	
698	739.380000	835.230086173	95.8500861728	0.114758900283	
699	294.440000	821.340331765	526.900331765	0.641512794864	
700	435.190000	792.355448581	357.165448581	0.4507641731	
701	771.370000	777.31987826	5.94987825962	0.00765434980633	
702	754.280000	762.241905939	7.9619059392	0.0104453794487	
703	724.960000	746.568250413	21.6082504133	0.0289434360507	
704	683.910000	730.289411277	46.379411277	0.0635082620134	
705	665.260000	714.221868385	48.9618683854	0.0685527432759	
706	641.150000	697.284247224	56.1342472236	0.0805041092597	
707	621.210000	680.366631387	59.1566313871	0.0869481668531	
708	602.550000	663.321229698	60.7712296976	0.0916165908414	
709	271.800000	645.692500546	373.892500546	0.579056594633	
710	563.820000	628.014275509	64.1942755087	0.102217860345	
711	545.260000	609.697042678	64.4370426777	0.105686985777	
712	525.480000	591.227565869	65.7475658694	0.111205176593	
713	505.590000	572.494712279	66.9047122791	0.116865205641	
714	487.660000	553.697924481	66.0379244813	0.119267061626	
715	469.790000	534.724884197	64.9348841974	0.121436062013	
716	451.160000	514.936368035	63.7763680352	0.123852910756	
717	431.450000	495.308227171	63.8582271712	0.128926239598	
718	410.340000	475.597097494	65.2570974939	0.137210882568	
719	390.030000	455.480626213	65.4506262126	0.143695741259	
720	370.360000	435.504840575	65.1448405745	0.14958465327	
721	350.100000	414.867656842	64.7676568421	0.156116428393	
722	329.470000	394.187197465	64.7171974647	0.164178841629	
723	311.130000	373.685430364	62.5554303643	0.167401309447	
724	289.960000	352.469451516	62.5094515155	0.177347146673	
725	267.210000	331.313082731	64.103082731	0.193481893931	
726	241.770000	310.230764771	68.4607647709	0.220676904244	
727	217.240000	289.093625222	71.8536252223	0.248547940713	
728	194.020000	267.554026608	73.5340266075	0.274838048748	
729	170.130000	245.617768953	75.4877689527	0.307338387099	
730	139.010000	224.160310315	85.1503103146	0.379863456627	
731	19.610000	202.326983606	182.716983606	0.903077683211	
732	18.740000	180.48951964	161.74951964	0.896171256717	
733	17.960000	158.512804008	140.552804008	0.886696850059	
734	16.420000	136.626594591	120.206594591	0.879818420059	
735	16.210000	114.915656487	98.7056564874	0.858940021791	
736	14.370000	92.4356114834	78.0656114834	0.844540434478	
737	13.290000	70.6661046317	57.3761046317	0.811932466502	
738	10.010000	48.6622862417	38.6522862417	0.794296553387	
739	7.940000	26.5814957476	18.6414957476	0.701295966359	
875	6.050000	0.0	0.0	0.0	
876	8.260000	0.0	0.0	0.0	
877	11.070000	0.0	0.0	0.0	
878	13.940000	12.2751100849	0.0	0.0	
879	23.740000	34.3815863869	10.6415863869	0.309514118027	
880	15.520000	56.4903075808	40.9703075808	0.72526260407	
881	16.180000	78.3698221952	62.1898221952	0.793542979341	
882	18.840000	100.598835722	81.7588357223	0.812721490614	
883	22.190000	122.798186753	100.608186753	0.819297006032	
884	29.040000	144.663981897	115.623981897	0.799258947396	
885	35.230000	165.675904921	130.445904921	0.787355922294	
886	34.350000	188.382390023	154.032390023	0.817658115518	
887	39.490000	210.140886816	170.650886816	0.812078455562	
888	46.920000	232.252622683	185.332622683	0.797978599948	
889	53.760000	253.76518161	200.00518161	0.788150605773	
890	53.250000	275.248598856	221.998598856	0.806538524732	
891	50.080000	296.620369361	246.540369361	0.831164663074	
892	45.930000	317.799532793	271.869532793	0.855474929128	
893	27.420000	339.481358116	312.061358116	0.919229732813	
894	36.740000	360.314566435	323.574566435	0.898033542292	
895	45.330000	381.344802161	336.014802161	0.881131197428	
896	62.700000	402.003542825	339.303542825	0.844031225299	
897	58.740000	422.422487532	363.682487532	0.86094490295	
898	38.750000	442.999404171	404.249404171	0.912528099056	
899	39.710000	463.045549359	423.335549359	0.914241698133	
900	42.110000	483.223852219	441.113852219	0.912856122878	
901	50.600000	502.662313091	452.062313091	0.89933599818	
902	41.700000	522.211394929	480.511394929	0.920147280575	
903	46.660000	541.78653455	495.12653455	0.913877519974	
904	50.210000	560.736933949	510.526933949	0.910457119979	
905	58.330000	579.629394873	521.299394873	0.899366732405	
906	58.830000	597.894030421	539.064030421	0.901604637266	
907	82.050000	616.50731788	534.45731788	0.866911555434	
908	88.990000	652.403457961	563.413457961	0.863596676391	
909	64.010000	669.684271024	605.674271024	0.904417644598	
910	49.580000	686.840986161	637.260986161	0.927814441772	
911	39.230000	703.633770449	664.403770449	0.944246564552	
912	40.770000	720.330661124	679.560661124	0.943400993182	
913	46.860000	736.429463696	689.569463696	0.936368651296	
914	74.200000	752.305509355	678.105509355	0.901369856957	
915	62.210000	767.944528594	705.734528594	0.918991544723	
916	59.870000	782.831645117	722.961645117	0.923521231706	
917	70.390000	797.818688747	727.428688747	0.911771933908	
918	182.140000	812.15150656	630.01150656	0.775731500183	
919	284.650000	826.495021414	541.845021414	0.655593811669	
920	213.010000	840.090124202	627.080124202	0.746443870886	
921	279.700000	853.530934092	573.830934092	0.672302445256	
922	251.530000	866.366138363	614.836138363	0.70967240193	
923	342.440000	879.021690535	536.581690535	0.610430546041	
924	312.860000	891.312021853	578.452021853	0.648989363624	
925	289.490000	902.76473501	613.27473501	0.679329521	
926	294.590000	914.311428765	619.721428765	0.677801249408	
927	274.430000	925.177311884	650.747311884	0.703375778378	
928	316.490000	935.73013982	619.24013982	0.661772142916	
929	284.820000	945.919186241	661.099186241	0.69889605355	
930	265.440000	955.51068776	690.07068776	0.722200909524	
931	300.030000	964.641804947	664.611804947	0.688972633716	
932	322.670000	973.512446617	650.842446617	0.668550719489	
933	393.560000	981.875357856	588.315357856	0.599175193825	
934	461.990000	989.786561996	527.796561996	0.533242804319	
935	450.370000	997.170218391	546.800218391	0.548351934611	
936	369.130000	1004.14895143	635.018951425	0.632395174564	
937	300.370000	1010.62643758	710.256437581	0.702788301562	
938	333.810000	1016.80300195	682.993001949	0.671706319356	
939	359.650000	1022.28135651	662.63135651	0.648188830101	
940	309.700000	1027.34296507	717.642965068	0.698542735454	
941	223.030000	1032.1236292	809.093629199	0.78391154539	
942	276.190000	1036.28807378	760.098073784	0.733481444989	
943	418.500000	1039.95793657	621.457936572	0.597579877721	
944	390.290000	1043.21084081	652.920840806	0.6258762038	
945	801.330000	1045.87026399	244.540263987	0.233815103467	
946	988.640000	1048.24890617	59.6089061665	0.0568652214334	
947	781.090000	1050.03806247	268.948062471	0.256131727109	
948	1265.470000	1051.34250618	0.0	0.0	
949	585.800000	1052.16444939	466.364449387	0.443242926197	
950	1601.260000	1052.51635503	0.0	0.0	
951	415.060000	1052.38185339	637.321853389	0.605599432693	
952	647.320000	1051.75754497	404.437544968	0.384534959509	
953	805.750000	1050.65503582	244.90503582	0.23309747488	
954	654.340000	1049.06499628	394.724996285	0.376263623019	
955	1475.400000	1044.48062351	0.0	0.0	
956	536.000000	1041.43921916	505.439219158	0.485327621488	
957	1207.120000	1038.01396613	0.0	0.0	
958	640.510000	1029.53079374	389.020793736	0.377862222386	
959	446.140000	1019.22448281	573.084482813	0.562275036046	
960	550.480000	1013.37031475	462.890314747	0.4567829825	
961	345.280000	1007.11791028	661.837910275	0.657160302208	
962	498.690000	1000.25052137	501.560521367	0.50143490121	
963	1368.350000	993.261558025	0.0	0.0	
964	596.230000	985.321410985	389.091410985	0.394887806808	
965	494.830000	977.151610442	482.321610442	0.493599565602	
966	575.190000	968.532366061	393.342366061	0.406122066587	
967	326.840000	959.591167732	632.751167732	0.659396614943	
968	382.640000	950.059178285	567.419178285	0.59724614135	
969	344.420000	940.155291157	595.735291157	0.633656265896	
970	280.960000	929.892843913	648.932843913	0.697857659795	
971	247.140000	919.138975454	671.998975454	0.731117919488	
972	295.000000	907.966255288	612.966255288	0.675098057574	
973	322.540000	896.34069476	573.80069476	0.640159147202	
974	248.300000	884.345070202	636.045070202	0.719227246958	
975	304.430000	872.157050741	567.727050741	0.650945893585	
976	850.500000	859.109542949	8.6095429486	0.0100214728369	
977	347.410000	846.057414	498.647414	0.589377748778	
978	294.220000	832.628858882	538.408858882	0.646637277988	
979	345.620000	818.453399189	472.833399189	0.577715725364	
980	241.920000	804.281249958	562.361249958	0.699209698084	
981	249.440000	789.455013636	540.015013636	0.68403519429	
982	173.940000	774.467346672	600.527346672	0.775406928714	
983	194.410000	759.132013185	564.722013185	0.743904885286	
984	139.900000	743.244280404	603.344280404	0.811771171755	
985	147.860000	727.177015654	579.317015654	0.796665740505	
986	177.730000	710.727074555	532.997074555	0.749932137999	
